assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg,shots,key_passes,npg,npxG,adjusted_xg,modified
0,0,8,1,26.3,220,0.1004417911171913,0.22,0.2178244739770889,0.47,109,0,0,6.2,6.8,2024-11-09,74,19,0,0,0,0,11,0,368048,1,0,0,29.0,2,-158441,5910,164351,58,False,0,4,Dominic Calvert-Lewin,8,WHU,1080,1100,EVE,1150,1100,2024,1.0,0.865983,7.0,0.865983,1.1237,8.0,1.1237,4.0,2.0,0.0,0.2178244739770889,0.2178244739770889,False
0,0,6,1,11.7,220,0.020259017124772,0.19,0.280970811843872,1.1,114,0,0,7.1,5.0,2024-11-23,90,4,0,0,0,0,12,0,293272,1,0,0,54.0,2,-77274,4430,81704,57,True,0,4,Dominic Calvert-Lewin,8,BRE,1100,1350,EVE,1130,1060,2024,1.0,1.5951,8.0,1.5951,1.34314,1.0,1.34314,5.0,1.0,0.0,0.280970811843872,0.280970811843872,False
0,0,1,0,0.8,220,0.0,0.21,0.3022741973400116,0.16,126,0,0,2.3,5.0,2024-12-01,23,14,0,0,0,0,13,0,227866,0,0,4,17.0,1,-66283,1322,67605,56,False,0,4,Dominic Calvert-Lewin,8,MUN,1140,1110,EVE,1150,1100,2024,1.0,0.766749,3.0,0.766749,1.76161,10.0,1.76161,1.0,0.0,0.0,0.3022741973400116,0.3022741973400116,False
1,0,12,1,2.3,220,0.0,0.32,0.3631476461887359,0.78,134,0,0,2.7,3.6,2024-12-04,82,20,0,0,0,0,14,0,208881,1,0,4,21.0,5,-20338,3847,24185,56,True,0,4,Dominic Calvert-Lewin,8,WOL,1070,1120,EVE,1130,1060,2024,1.0,1.49904,7.0,1.49904,0.847724,4.0,0.847724,2.0,0.0,0.0,0.3631476461887359,0.3631476461887359,False
0,0,7,1,1.0,220,0.0,0.0,0.0,1.07,151,0,0,0.2,0.0,2024-12-14,65,1,0,0,0,0,16,0,179316,1,0,0,2.0,2,-12334,3793,16127,55,False,0,4,Dominic Calvert-Lewin,8,ARS,1260,1240,EVE,1150,1100,2024,1.0,0.132166,2.0,0.132166,1.30865,12.0,1.30865,0.0,0.0,0.0,0.0,0.0,False
0,0,-2,1,2.2,220,0.0,0.0,0.0,0.8,164,0,0,0.8,4.2,2024-12-22,72,6,0,0,0,0,17,0,172942,1,0,0,2.0,2,-6903,3744,10647,55,True,0,4,Dominic Calvert-Lewin,8,CHE,1150,1360,EVE,1130,1060,2024,1.0,1.07081,0.0,1.07081,1.51591,2.0,1.51591,0.0,0.0,0.0,0.0,0.0,False
0,0,3,0,0.5,220,0.0,0.2,0.077903963625431,1.97,176,1,0,0.5,0.0,2024-12-26,69,13,0,0,0,0,18,0,172462,1,1,1,7.0,2,-1303,11183,12486,54,False,0,4,Dominic Calvert-Lewin,8,MCI,1140,1300,EVE,1150,1100,2024,1.0,0.653289,1.0,0.653289,2.51965,18.0,1.75849,1.0,0.0,0.0,0.077903963625431,0.077903963625431,False
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2022-08-07,0,14,0,0,0,0,1,0,82551,0,2,1,0.0,0,0,0,0,65,False,0,4,Neal Maupay,5,MUN,1140,1165,BHA,1150,1200,2022,,1.7289,5.0,1.7289,1.42103,7.0,1.42103,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,14,0,0,0.0,0.0,2022-08-13,0,15,0,0,0,0,2,0,72337,0,0,0,0.0,0,-17499,4474,21973,64,True,0,4,Neal Maupay,5,NEW,1300,1220,BHA,1140,1200,2022,,1.60835,15.0,1.60835,0.183952,2.0,0.183952,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21,0,19,0,0,0,0,3,0,57573,0,2,0,0.0,0,-17960,3730,21690,63,False,0,4,Neal Maupay,5,WHU,1145,1060,BHA,1150,1200,2022,,1.82645,2.0,1.06528,0.768634,6.0,0.768634,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,33,0,0,0.0,0.0,2022-08-27,0,4,0,0,0,0,4,0,51137,0,1,1,0.0,0,-9175,4499,13674,63,False,0,4,Neal Maupay,8,BRE,1100,1130,EVE,1100,1090,2022,,1.65465,7.0,1.65465,2.28391,9.0,2.28391,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,45,0,0,0.0,0.0,2022-08-30,0,24,0,0,0,0,5,0,50793,0,1,1,0.0,0,-2172,6710,8882,62,False,0,4,Neal Maupay,8,LEE,1070,1130,EVE,1100,1090,2022,,1.17189,3.0,1.17189,1.04551,9.0,1.04551,0.0,0.0,0.0,0.0,0.0,
0,0,4,1,42.5,229,0.255277007818222,1.09,0.9402329921722412,2.19,55,0,0,10.3,5.8,2022-09-03,90,12,0,0,0,0,6,0,44481,1,0,0,55.0,2,-7411,3462,10873,62,True,0,4,Neal Maupay,8,LIV,1250,1300,EVE,1070,1040,2022,,1.39169,10.0,1.39169,1.38617,12.0,1.38617,5.0,4.0,0.0,0.9402329921722412,0.9402329921722412,
0,3,31,1,5.1,229,0.0,0.17,0.1166509985923767,1.04,75,0,1,6.4,34.0,2022-09-18,88,19,0,0,0,0,8,0,46881,1,0,1,25.0,9,455,3301,2846,61,True,0,4,Neal Maupay,8,WHU,1150,1110,EVE,1070,1040,2022,,0.39773,3.0,0.39773,0.655351,2.0,0.655351,2.0,0.0,1.0,0.1166509985923767,0.1166509985923767,
0,0,0,0,2.1,229,0.0,0.46,0.7966669797897339,1.53,89,1,0,7.6,1.6,2022-10-01,88,17,0,0,0,0,9,0,67251,1,2,1,72.0,2,17184,22613,5429,61,False,0,4,Neal Maupay,8,SOU,1070,1060,EVE,1100,1090,2022,,1.99979,4.0,1.99979,1.95961,12.0,1.95961,3.0,0.0,0.0,0.7966669797897339,0.7966669797897339,
0,0,6,0,1.6,229,0.0,0.0,0.0,1.45,96,2,0,0.8,2.6,2022-10-09,83,14,0,0,0,0,10,0,78807,1,2,1,4.0,2,10975,21481,10506,61,True,0,4,Neal Maupay,8,MUN,1220,1220,EVE,1070,1040,2022,,0.365844,7.0,0.365844,1.82612,8.0,1.82612,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,0.8,229,0.0,0.0,0.0,1.84,109,1,0,0.0,0.0,2022-10-15,65,18,0,0,0,0,11,0,76895,1,0,2,0.0,1,-2434,7128,9562,61,False,1,4,Neal Maupay,8,TOT,1140,1170,EVE,1100,1090,2022,,0.560039,0.0,0.560039,2.49409,8.0,1.73292,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,1.0,229,0.0,0.0,0.0,0.58,120,0,0,0.3,0.2,2022-10-19,17,15,0,0,0,0,12,0,72915,0,0,1,2.0,1,-3200,3750,6950,61,False,0,4,Neal Maupay,8,NEW,1250,1165,EVE,1100,1090,2022,,0.0609567,5.0,0.0609567,1.13393,8.0,1.13393,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,1.3,229,0.0,0.0,0.0,0.07,123,0,0,0.1,0.0,2022-10-22,12,7,0,0,0,0,13,0,69955,0,0,3,0.0,1,-5044,4085,9129,61,True,0,4,Neal Maupay,8,CRY,1110,1090,EVE,1070,1040,2022,,1.93396,5.0,1.93396,0.597167,4.0,0.597167,0.0,0.0,0.0,0.0,0.0,
0,0,1,0,0.0,229,0.0,0.0,0.0,0.06,136,0,0,0.0,0.0,2022-10-29,4,9,0,0,0,0,14,0,62947,0,0,0,0.0,1,-7541,3046,10587,61,False,0,4,Neal Maupay,8,FUL,1070,1120,EVE,1100,1090,2022,,1.19166,2.0,1.19166,1.76438,11.0,1.76438,0.0,0.0,0.0,0.0,0.0,
0,0,3,0,2.0,229,0.0,0.09,0.0858345031738281,0.83,143,1,0,4.4,0.2,2022-11-05,29,11,0,0,0,0,15,0,61992,0,2,0,42.0,1,-1727,5862,7589,61,True,0,4,Neal Maupay,8,LEI,1110,1120,EVE,1070,1040,2022,,1.3729,12.0,1.3729,2.2679,11.0,2.2679,1.0,0.0,0.0,0.0858345031738281,0.0858345031738281,
0,0,3,0,11.6,229,0.0175308007746934,0.26,0.1197049990296363,2.25,151,3,0,4.5,4.0,2022-11-12,73,3,0,0,0,0,16,0,66178,1,0,3,29.0,2,3548,9775,6227,61,False,0,4,Neal Maupay,8,BOU,1020,1050,EVE,1100,1090,2022,,0.768756,7.0,0.768756,2.45642,8.0,2.45642,2.0,1.0,0.0,0.1197049990296363,0.1197049990296363,
0,0,7,0,0.8,229,0.0,0.13,0.0890223011374473,0.48,166,1,0,2.3,8.4,2022-12-26,82,20,0,0,0,0,17,0,67452,1,2,1,14.0,2,186,15481,15295,61,True,0,4,Neal Maupay,8,WOL,1100,1080,EVE,1070,1040,2022,,1.22653,4.0,1.22653,1.22076,6.0,1.22076,2.0,0.0,0.0,0.0890223011374473,0.0890223011374473,
0,0,-2,0,0.0,229,0.0,0.0,0.0,1.21,175,0,0,0.0,0.0,2022-12-31,20,13,0,0,0,0,18,0,62702,0,1,1,0.0,0,-5080,1895,6975,61,False,1,4,Neal Maupay,8,MCI,1340,1360,EVE,1100,1090,2022,,0.0760019,2.0,0.0760019,2.36333,13.0,2.36333,0.0,0.0,0.0,0.0,0.0,
0,0,4,0,0.8,229,0.0,0.0,0.0,0.33,186,0,0,0.2,1.0,2023-01-03,26,5,0,0,0,0,19,0,60439,0,4,1,0.0,1,-2510,1827,4337,60,True,0,4,Neal Maupay,8,BHA,1150,1200,EVE,1070,1040,2022,,1.16896,4.0,0.407788,2.50731,4.0,2.50731,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,195,0,0,0.0,0.0,2023-01-14,0,17,0,0,0,0,20,0,58108,0,2,1,0.0,0,-2780,2059,4839,60,True,0,4,Neal Maupay,8,SOU,1070,1080,EVE,1070,1040,2022,,1.18191,4.0,1.18191,1.08412,8.0,1.08412,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,210,0,0,0.0,0.0,2023-01-21,0,19,0,0,0,0,21,0,55103,0,0,2,0.0,0,-3252,712,3964,60,False,0,4,Neal Maupay,8,WHU,1145,1060,EVE,1100,1090,2022,,0.286826,4.0,0.286826,2.46879,3.0,2.46879,0.0,0.0,0.0,0.0,0.0,
0,0,-4,0,1.6,229,0.0,0.02,0.0182965006679296,0.26,215,0,0,1.0,1.0,2023-02-04,28,1,0,0,0,0,22,0,53062,0,0,1,7.0,0,-2276,1189,3465,59,True,1,4,Neal Maupay,8,ARS,1250,1320,EVE,1070,1040,2022,,2.09191,4.0,2.09191,0.690102,11.0,0.690102,1.0,0.0,0.0,0.0182965006679296,0.0182965006679296,
0,0,2,0,0.3,229,0.0,0.0,0.0,0.3,227,0,0,0.0,0.0,2023-02-13,12,12,0,0,0,0,23,0,52778,0,0,2,0.0,1,-456,1461,1917,59,False,0,4,Neal Maupay,8,LIV,1180,1260,EVE,1100,1090,2022,,0.402331,3.0,0.402331,2.23291,7.0,2.23291,0.0,0.0,0.0,0.0,0.0,
0,0,4,1,5.7,229,0.0,0.51,0.4936150014400482,0.34,235,0,0,4.3,5.2,2023-02-18,80,24,0,0,0,0,24,0,54535,1,0,1,32.0,2,1596,3373,1777,59,True,0,4,Neal Maupay,8,LEE,1075,1120,EVE,1070,1040,2022,,1.53811,7.0,1.53811,0.597403,6.0,0.597403,3.0,0.0,0.0,0.4936150014400482,0.4936150014400482,
0,0,2,0,12.0,229,0.0616383999586105,0.62,0.7827990055084229,1.64,243,1,0,6.0,4.2,2023-02-25,75,2,0,0,0,0,25,0,141969,1,2,0,44.0,2,49153,55681,6528,59,True,0,4,Neal Maupay,8,AVL,1075,1130,EVE,1070,1040,2022,,1.54109,9.0,1.54109,2.06037,5.0,1.2992,3.0,1.0,0.0,0.7827990055084229,0.7827990055084229,
0,0,1,0,2.3,229,0.0,0.71,0.887224018573761,0.85,61,2,0,6.0,6.2,2023-03-01,60,1,0,0,0,0,25,0,141969,1,0,4,51.0,2,49153,55681,6528,59,False,0,4,Neal Maupay,8,ARS,1250,1240,EVE,1100,1090,2022,,1.604,5.0,1.604,3.06919,13.0,3.06919,5.0,0.0,0.0,0.887224018573761,0.887224018573761,
0,0,3,0,0.0,229,0.0,0.0,0.0,0.04,258,0,0,0.0,0.0,2023-03-05,1,16,0,0,0,0,26,0,88657,0,2,2,0.0,1,-14906,1876,16782,59,False,0,4,Neal Maupay,8,NFO,1065,1030,EVE,1100,1090,2022,,1.70877,12.0,0.947603,0.799733,5.0,0.799733,0.0,0.0,0.0,0.0,0.0,
0,0,3,0,0.8,229,0.0,0.0,0.0,0.16,263,0,0,0.1,0.2,2023-03-11,4,4,0,0,0,0,27,0,72482,0,0,1,0.0,1,-16100,1630,17730,59,True,0,4,Neal Maupay,8,BRE,1160,1200,EVE,1070,1040,2022,,1.71599,0.0,1.71599,1.95088,7.0,1.95088,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,275,0,0,0.0,0.0,2023-03-18,0,6,0,0,0,0,28,0,66266,0,2,2,0.0,0,-5477,667,6144,58,False,0,4,Neal Maupay,8,CHE,1190,1140,EVE,1100,1090,2022,,1.64675,1.0,1.64675,1.90027,9.0,1.1391,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,286,0,0,0.0,0.0,2023-04-03,0,18,0,0,0,0,29,0,60603,0,1,1,0.0,0,-6593,599,7192,57,True,0,4,Neal Maupay,8,TOT,1210,1230,EVE,1070,1040,2022,,0.823365,7.0,0.823365,1.39177,9.0,0.630599,0.0,0.0,0.0,0.0,0.0,
0,0,3,0,0.3,229,0.0,0.06,0.0369829982519149,0.44,297,1,0,0.6,3.2,2023-04-08,20,14,0,0,0,0,30,0,59134,0,0,2,2.0,1,-2128,1034,3162,57,False,0,4,Neal Maupay,8,MUN,1140,1165,EVE,1100,1090,2022,,0.949183,4.0,0.949183,4.38578,18.0,4.38578,1.0,0.0,0.0,0.0369829982519149,0.0369829982519149,
0,0,1,0,13.2,229,0.018071599304676,0.55,0.8641639947891235,1.62,303,3,0,5.7,8.0,2023-04-15,73,9,0,0,0,0,31,0,57783,1,3,1,36.0,2,-1414,1037,2451,57,True,0,4,Neal Maupay,8,FUL,1065,1140,EVE,1070,1040,2022,,2.24262,5.0,2.24262,1.92209,8.0,1.92209,2.0,1.0,0.0,0.8641639947891235,0.8641639947891235,
0,0,3,0,0.0,229,0.0,0.0,0.0,0.0,315,0,0,0.0,0.0,2023-04-22,1,7,0,0,0,0,32,0,57579,0,0,0,0.0,1,-229,1534,1763,57,False,0,4,Neal Maupay,8,CRY,1110,1060,EVE,1100,1090,2022,,0.433712,3.0,0.433712,0.368137,5.0,0.368137,0.0,0.0,0.0,0.0,0.0,
0,0,-1,0,0.3,229,0.0,0.0,0.0,1.44,322,2,0,0.0,0.0,2023-04-27,17,15,0,0,0,0,33,0,55776,0,4,1,0.0,0,-1890,185,2075,56,True,1,4,Neal Maupay,8,NEW,1300,1220,EVE,1070,1040,2022,,0.777008,6.0,0.777008,2.86368,9.0,2.86368,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,337,0,0,0.0,0.0,2023-05-01,0,11,0,0,0,0,34,0,54765,0,2,2,0.0,0,-992,356,1348,56,False,0,4,Neal Maupay,8,LEI,1065,1200,EVE,1100,1090,2022,,3.28648,9.0,2.52531,3.32486,5.0,2.56369,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,0.3,229,0.0,0.0,0.0,0.73,342,0,0,0.0,0.0,2023-05-08,3,5,0,0,0,0,35,0,53857,0,5,1,0.0,1,-998,264,1262,56,False,0,4,Neal Maupay,8,BHA,1140,1200,EVE,1100,1090,2022,,2.94223,10.0,2.94223,3.23717,16.0,3.23717,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,3.2,229,0.0,0.37,0.115885280072689,0.27,356,1,0,1.0,0.0,2023-05-14,45,13,0,0,0,0,36,0,53175,0,3,0,8.0,1,-724,225,949,56,True,0,4,Neal Maupay,8,MCI,1340,1380,EVE,1070,1040,2022,,1.18597,1.0,1.18597,1.04338,9.0,1.04338,1.0,0.0,0.0,0.115885280072689,0.115885280072689,
0,0,2,0,0.3,229,0.0,0.11,0.0877202972769737,0.09,370,0,0,0.6,0.0,2023-05-20,8,20,0,0,0,0,37,0,53460,0,1,1,6.0,1,194,765,571,56,False,0,4,Neal Maupay,8,WOL,1100,1060,EVE,1100,1090,2022,,2.46976,9.0,2.46976,1.28976,6.0,1.28976,1.0,0.0,0.0,0.0877202972769737,0.0877202972769737,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,376,0,0,0.0,0.0,2023-05-28,0,3,0,0,0,0,38,0,57977,0,0,1,0.0,0,4044,4828,784,56,True,0,4,Neal Maupay,8,BOU,1110,1080,EVE,1070,1040,2022,,1.12933,4.0,1.12933,0.432084,4.0,0.432084,0.0,0.0,0.0,0.0,0.0,
0,0,-4,1,11.7,229,0.133533701300621,1.35,1.1373118162155151,0.32,5,0,0,9.6,9.4,2023-08-12,71,9,0,0,0,0,1,0,98113,1,1,0,75.0,2,0,0,0,50,True,0,4,Neal Maupay,8,FUL,1180,1170,EVE,1125,1065,2023,,2.59001,7.0,2.59001,1.58144,6.0,1.58144,4.0,1.0,0.0,1.1373118162155151,1.1373118162155151,
0,0,-1,0,1.6,229,0.0,0.17,0.2380910515785217,0.98,11,2,0,2.4,3.0,2023-08-20,39,2,0,0,0,0,2,0,113529,0,0,4,19.0,1,-323,14343,14666,50,False,0,4,Neal Maupay,8,AVL,1140,1180,EVE,1125,1080,2023,,0.721465,2.0,0.721465,3.24336,13.0,2.48219,1.0,0.0,0.0,0.2380910515785217,0.2380910515785217,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2023-08-26,0,20,0,0,0,0,3,0,103342,0,1,0,0.0,0,-12527,6843,19370,50,True,0,4,Neal Maupay,8,WOL,1105,1100,EVE,1125,1065,2023,,1.89792,7.0,1.89792,1.40228,4.0,1.40228,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2023-09-02,0,23,0,0,0,0,4,0,90401,0,2,2,0.0,0,-14437,3875,18312,49,False,0,4,Neal Maupay,8,SHU,1045,1020,EVE,1125,1080,2023,,2.73871,3.0,2.73871,1.575,5.0,1.575,0.0,0.0,0.0,0.0,0.0,
0,0,3,0,0.3,229,0.0,0.02,0.0118358395993709,0.0,46,0,0,0.8,2.2,2023-09-16,18,15,0,0,0,0,5,0,82483,0,0,1,5.0,1,-10198,4701,14899,49,False,0,4,Neal Maupay,4,NEW,1050,1160,BRE,1055,1150,2023,,0.633678,4.0,0.633678,1.50126,8.0,0.740091,1.0,0.0,0.0,0.0118358395993709,0.0118358395993709,
0,0,0,0,0.0,229,0.0,0.0,0.0,0.0,52,0,0,0.0,0.0,2023-09-23,0,8,0,0,0,0,6,0,73927,0,3,1,0.0,0,-9180,2063,11243,49,True,0,4,Neal Maupay,4,EVE,1125,1080,BRE,1110,1090,2023,,1.57402,6.0,1.57402,2.51497,10.0,2.51497,0.0,0.0,0.0,0.0,0.0,
0,0,2,0,2.3,229,0.0,0.27,0.2483538836240768,0.26,67,0,0,3.9,3.2,2023-10-01,15,16,0,0,0,0,7,0,70645,0,1,1,33.0,1,-3827,3704,7531,49,False,0,4,Neal Maupay,4,NFO,1050,1080,BRE,1055,1150,2023,,1.75862,11.0,1.75862,0.800317,2.0,0.800317,3.0,0.0,0.0,0.2483538836240768,0.2483538836240768,
0,0,-2,0,0.2,229,0.0,0.04,0.0331297218799591,0.92,78,2,0,0.8,1.0,2023-10-07,20,14,0,0,0,0,8,0,67386,0,1,2,7.0,0,-3582,2184,5766,49,False,1,4,Neal Maupay,4,MUN,1130,1120,BRE,1055,1150,2023,,1.02509,2.0,1.02509,1.29356,17.0,1.29356,1.0,0.0,0.0,0.0331297218799591,0.0331297218799591,
1,0,10,1,14.3,229,0.0557565949857234,0.97,0.609825611114502,1.14,83,0,0,6.5,16.6,2023-10-21,87,21,0,0,0,0,9,0,66800,1,0,3,34.0,5,-1328,3229,4557,49,True,0,4,Neal Maupay,4,BUR,1050,1050,BRE,1110,1090,2023,,3.15685,15.0,3.15685,0.693129,3.0,0.693129,4.0,1.0,0.0,0.609825611114502,0.609825611114502,
1,0,18,0,24.8,229,0.7779384255409241,0.14,0.0,0.92,95,0,0,4.6,21.2,2023-10-28,14,6,0,0,0,0,10,0,70026,0,2,0,0.0,3,2659,6404,3745,49,False,1,4,Neal Maupay,4,CHE,1080,1170,BRE,1055,1150,2023,,2.48137,6.0,2.48137,1.71801,16.0,1.71801,0.0,2.0,0.0,0.0,0.0,
0,2,32,0,13.4,229,0.0131368739530444,0.63,0.9140031337738036,2.09,101,2,1,10.5,38.0,2023-11-04,90,19,0,0,0,0,11,0,75889,1,2,3,54.0,8,5160,9600,4440,49,True,0,4,Neal Maupay,4,WHU,1140,1150,BRE,1110,1090,2023,,1.82944,9.0,1.82944,1.75505,6.0,1.75505,3.0,1.0,1.0,0.9140031337738036,0.9140031337738036,
0,0,3,0,0.7,229,0.0,0.04,0.0426765158772468,0.1,117,1,0,0.3,0.4,2023-11-12,18,12,0,0,0,0,12,0,103138,0,0,3,2.0,1,24699,30019,5320,49,False,0,4,Neal Maupay,4,LIV,1210,1270,BRE,1055,1150,2023,,1.44954,8.0,1.44954,1.56004,11.0,1.56004,1.0,0.0,0.0,0.0426765158772468,0.0426765158772468,
0,0,-2,0,1.4,229,0.0,0.39,0.5845602750778198,0.53,121,1,0,1.4,0.0,2023-11-25,18,1,0,0,0,0,13,0,109256,0,1,0,16.0,1,6512,14956,8444,49,True,0,4,Neal Maupay,4,ARS,1370,1360,BRE,1110,1090,2023,,1.66315,4.0,1.66315,1.82699,4.0,1.82699,2.0,0.0,0.0,0.5845602750778198,0.5845602750778198,
0,2,33,0,32.3,229,0.0864997580647468,1.04,0.9018778204917908,0.2,133,1,1,15.7,43.6,2023-12-02,90,22,0,0,0,0,14,0,116663,1,1,3,81.0,8,6754,14048,7294,49,True,0,4,Neal Maupay,4,LUT,1060,1120,BRE,1110,1090,2023,,3.25952,4.0,3.25952,0.227176,3.0,0.227176,4.0,2.0,1.0,0.9018778204917908,0.9018778204917908,
0,0,9,0,13.3,229,0.0247946809977293,0.24,0.1404138505458831,1.52,142,2,0,2.5,4.8,2023-12-06,90,5,0,0,0,0,15,0,136188,1,1,2,7.0,2,18668,23254,4586,49,False,0,4,Neal Maupay,4,BHA,1070,1135,BRE,1055,1150,2023,,1.22007,2.0,0.458899,1.54099,19.0,1.54099,1.0,1.0,0.0,0.1404138505458831,0.1404138505458831,
0,0,7,0,13.9,229,0.0497032739222049,0.12,0.1018290072679519,0.89,158,1,0,3.2,5.0,2023-12-09,90,23,0,0,0,0,16,0,154220,1,0,1,13.0,2,16849,24180,7331,49,False,0,4,Neal Maupay,4,SHU,1045,1020,BRE,1055,1150,2023,,0.644638,7.0,0.644638,0.841976,6.0,0.841976,1.0,1.0,0.0,0.1018290072679519,0.1018290072679519,
0,0,-1,0,0.5,229,0.0,0.0,0.0,0.58,163,2,0,0.3,0.0,2023-12-17,22,2,0,0,0,0,17,0,139333,0,2,1,2.0,0,-13288,6223,19511,49,True,1,4,Neal Maupay,4,AVL,1220,1350,BRE,1110,1090,2023,,0.796812,4.0,0.796812,1.4664,13.0,1.4664,0.0,0.0,0.0,0.0,0.0,
1,0,14,0,19.5,229,0.2903297543525696,0.92,0.1179084181785583,2.1,183,4,0,4.5,17.2,2023-12-27,90,20,0,0,0,0,19,0,122611,1,4,1,8.0,5,-4072,4667,8739,49,True,0,4,Neal Maupay,4,WOL,1105,1100,BRE,1110,1090,2023,,2.59347,15.0,2.59347,1.89483,7.0,1.89483,1.0,1.0,0.0,0.1179084181785583,0.1179084181785583,
0,0,1,0,2.1,229,0.0,0.08,0.0833161696791648,0.21,192,0,0,1.9,0.0,2023-12-30,27,7,0,0,0,0,20,0,118314,0,1,3,18.0,1,-4609,4865,9474,49,False,0,4,Neal Maupay,4,CRY,1080,1060,BRE,1055,1150,2023,,1.28731,6.0,1.28731,1.61057,13.0,1.61057,2.0,0.0,0.0,0.0833161696791648,0.0833161696791648,
0,0,30,0,3.0,229,0.0,0.28,0.2477857321500778,0.88,203,2,1,6.9,36.8,2024-01-20,73,16,0,0,0,0,21,0,103057,1,2,3,29.0,6,-15090,3241,18331,49,True,0,4,Neal Maupay,4,NFO,1125,1080,BRE,1110,1090,2023,,1.94219,4.0,1.94219,1.22251,9.0,1.22251,2.0,0.0,1.0,0.2477857321500778,0.2477857321500778,
0,1,24,0,13.1,229,0.4242051243782043,0.37,0.160621702671051,2.86,216,3,1,7.7,34.4,2024-01-31,90,18,0,0,0,0,22,0,98469,1,2,3,29.0,6,-5563,3079,8642,49,False,1,4,Neal Maupay,4,TOT,1110,1230,BRE,1055,1150,2023,,1.59637,13.0,1.59637,3.36194,15.0,3.36194,1.0,1.0,1.0,0.160621702671051,0.160621702671051,
0,1,28,0,12.8,229,0.2839012742042541,0.35,0.2613802254199981,2.15,223,3,1,7.6,33.0,2024-02-05,90,13,0,0,0,0,23,0,101288,1,3,1,30.0,6,2449,7048,4599,49,True,1,4,Neal Maupay,4,MCI,1360,1370,BRE,1110,1090,2023,,0.865741,3.0,0.865741,2.10785,12.0,2.10785,2.0,1.0,1.0,0.2613802254199981,0.2613802254199981,
0,0,2,1,3.0,229,0.0,0.59,0.7069626450538635,1.06,240,0,0,6.6,9.8,2024-02-10,75,20,0,0,0,0,24,0,120165,1,2,0,53.0,2,18185,24783,6598,49,False,0,4,Neal Maupay,4,WOL,1085,1115,BRE,1055,1150,2023,,1.84908,3.0,1.84908,1.05781,7.0,1.05781,3.0,0.0,0.0,0.7069626450538635,0.7069626450538635,
0,0,9,0,25.5,229,0.1995780169963836,0.21,0.0155418347567319,1.89,241,2,0,5.4,9.8,2024-02-17,62,12,0,0,0,0,25,0,170547,1,4,1,19.0,2,42588,53796,11208,49,True,0,4,Neal Maupay,4,LIV,1350,1390,BRE,1110,1090,2023,,1.69518,10.0,1.69518,3.08952,11.0,3.08952,1.0,2.0,0.0,0.0155418347567319,0.0155418347567319,
0,0,1,0,0.3,229,0.0,0.0,0.0,0.65,176,1,0,0.0,0.0,2024-02-20,22,13,0,0,0,0,25,0,170547,0,0,1,0.0,1,42588,53796,11208,49,False,0,4,Neal Maupay,4,MCI,1350,1360,BRE,1055,1150,2023,,0.503799,1.0,0.503799,2.53766,19.0,2.53766,0.0,0.0,0.0,0.0,0.0,
0,0,28,0,2.4,229,0.0,0.14,0.3063198328018188,1.46,259,4,1,5.6,34.2,2024-02-26,72,19,0,0,0,0,26,0,166835,1,2,4,19.0,6,3681,20466,16785,49,False,0,4,Neal Maupay,4,WHU,1055,1150,BRE,1055,1150,2023,,1.33683,11.0,1.33683,2.06873,5.0,2.06873,1.0,0.0,1.0,0.3063198328018188,0.3063198328018188,
